Experiment,Trial,Box,Animal,Group,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index
AGE 16 - RC,A,Chamber4,8212,CAB,10,11,13.2,2.2,22,143.02,0,1092
AGE 16 - RC,B,Chamber1,8216,SAA,1,2,4.367,0.73,7.28,212.53,0,1248
AGE 16 - RC,B,Chamber1,8216,SAA,2,9,12.033,2.01,20.06,140.93,0,985
AGE 16 - RC,B,Chamber1,8216,SAA,3,5,8.2,1.37,13.67,174.92,0,1434
AGE 16 - RC,B,Chamber1,8216,SAA,4,1,3.067,0.51,5.11,250.83,0,1596
AGE 16 - RC,B,Chamber1,8216,SAA,5,4,7.867,1.31,13.11,194.24,0,1620
AGE 16 - RC,B,Chamber1,8216,SAA,6,2,3.1,0.52,5.17,238.03,0,1402
AGE 16 - RC,B,Chamber1,8216,SAA,7,0,0,0,0,336.24,0,1337
AGE 16 - RC,B,Chamber1,8216,SAA,8,4,6.667,1.11,11.11,180.63,0,1401
AGE 16 - RC,B,Chamber1,8216,SAA,9,2,4.133,0.69,6.89,180.99,0,1984
AGE 16 - RC,B,Chamber1,8216,SAA,10,2,2.433,0.41,4.06,169.93,0,917
AGE 16 - RC,B,Chamber2,8217,SAB,1,6,11.733,1.96,19.56,115.94,0,1595
AGE 16 - RC,B,Chamber2,8217,SAB,2,5,8.167,1.36,13.61,138.8,0,2017
AGE 16 - RC,B,Chamber2,8217,SAB,3,4,5.9,0.98,9.83,45.69,0,462
AGE 16 - RC,B,Chamber2,8217,SAB,4,1,3.6,0.6,6,64.85,0,1036
AGE 16 - RC,B,Chamber2,8217,SAB,5,14,34.167,5.69,56.94,29.44,0,544
AGE 16 - RC,B,Chamber2,8217,SAB,6,4,12.267,2.04,20.44,73.77,0,563
AGE 16 - RC,B,Chamber2,8217,SAB,7,0,0,0,0,221.35,0,1570
AGE 16 - RC,B,Chamber2,8217,SAB,8,1,2.267,0.38,3.78,301.69,0,1902
AGE 16 - RC,B,Chamber2,8217,SAB,9,3,7.533,1.26,12.56,108.61,0,1972
AGE 16 - RC,B,Chamber2,8217,SAB,10,4,6.433,1.07,10.72,211.2,0,1702
AGE 16 - RC,B,Chamber3,8221,CAA,1,0,0,0,0,120.04,0,859
AGE 16 - RC,B,Chamber3,8221,CAA,2,0,0,0,0,137.1,0,926
AGE 16 - RC,B,Chamber3,8221,CAA,3,4,5.4,0.9,9,126.48,0,2105
AGE 16 - RC,B,Chamber3,8221,CAA,4,1,1.4,0.23,2.33,134.83,0,824
AGE 16 - RC,B,Chamber3,8221,CAA,5,4,5.433,0.91,9.06,117.31,0,817
AGE 16 - RC,B,Chamber3,8221,CAA,6,5,6.6,1.1,11,108.95,0,1060
AGE 16 - RC,B,Chamber3,8221,CAA,7,2,2.6,0.43,4.33,132.47,0,791
AGE 16 - RC,B,Chamber3,8221,CAA,8,2,2.7,0.45,4.5,80.47,0,669
AGE 16 - RC,B,Chamber3,8221,CAA,9,1,1.067,0.18,1.78,86.88,0,650
AGE 16 - RC,B,Chamber3,8221,CAA,10,2,2.567,0.43,4.28,120.67,0,696
AGE 16 - RC,B,Chamber4,8283,CAB,1,0,0,0,0,306.4,0,2268
AGE 16 - RC,B,Chamber4,8283,CAB,2,0,0,0,0,299.53,0,1860
AGE 16 - RC,B,Chamber4,8283,CAB,3,1,1,0.17,1.67,227.12,0,2509
AGE 16 - RC,B,Chamber4,8283,CAB,4,0,0,0,0,71.38,0,1048
AGE 16 - RC,B,Chamber4,8283,CAB,5,0,0,0,0,277.14,0,2179
AGE 16 - RC,B,Chamber4,8283,CAB,6,0,0,0,0,23.09,0,630
AGE 16 - RC,B,Chamber4,8283,CAB,7,1,2.633,0.44,4.39,124.48,0,1339
AGE 16 - RC,B,Chamber4,8283,CAB,8,0,0,0,0,122.88,0,1628
AGE 16 - RC,B,Chamber4,8283,CAB,9,0,0,0,0,287.12,1,2489
AGE 16 - RC,B,Chamber4,8283,CAB,10,0,0,0,0,485.74,0,2065
AGE 16 - RC,C,Chamber1,1296,SAA,1,0,0,0,0,383.25,0,2121
AGE 16 - RC,C,Chamber1,1296,SAA,2,0,0,0,0,348.43,0,2245
AGE 16 - RC,C,Chamber1,1296,SAA,3,0,0,0,0,435.29,0,2146
AGE 16 - RC,C,Chamber1,1296,SAA,4,1,1.867,0.31,3.11,392.33,0,2400
AGE 16 - RC,C,Chamber1,1296,SAA,5,3,3.833,0.64,6.39,277.86,0,2129
AGE 16 - RC,C,Chamber1,1296,SAA,6,2,2.367,0.39,3.94,218.59,0,1771
AGE 16 - RC,C,Chamber1,1296,SAA,7,0,0,0,0,395.52,0,1808
AGE 16 - RC,C,Chamber1,1296,SAA,8,0,0,0,0,414.59,0,2256
AGE 16 - RC,C,Chamber1,1296,SAA,9,0,0,0,0,438.04,0,2208
AGE 16 - RC,C,Chamber1,1296,SAA,10,0,0,0,0,423.84,0,2071
AGE 16 - RC,C,Chamber2,1298,SAA,1,0,0,0,0,148.07,0,1457
AGE 16 - RC,C,Chamber2,1298,SAA,2,0,0,0,0,89.21,0,998
AGE 16 - RC,C,Chamber2,1298,SAA,3,1,1,0.17,1.67,117.93,0,1248
AGE 16 - RC,C,Chamber2,1298,SAA,4,2,2.267,0.38,3.78,215.07,0,1286
AGE 16 - RC,C,Chamber2,1298,SAA,5,1,1.2,0.2,2,145.43,0,2060
AGE 16 - RC,C,Chamber2,1298,SAA,6,2,3.267,0.54,5.44,136.07,0,1642
AGE 16 - RC,C,Chamber2,1298,SAA,7,1,2.7,0.45,4.5,16.06,0,161
AGE 16 - RC,C,Chamber2,1298,SAA,8,1,1.867,0.31,3.11,11.42,0,143
AGE 16 - RC,C,Chamber2,1298,SAA,9,2,3.4,0.57,5.67,38,0,374
AGE 16 - RC,C,Chamber2,1298,SAA,10,0,0,0,0,55.29,0,605
AGE 16 - RC,C,Chamber3,1302,SAA,1,6,26.6,4.43,44.33,45.91,0,604
AGE 16 - RC,C,Chamber3,1302,SAA,2,5,48.2,8.03,80.33,6.86,0,271
AGE 16 - RC,C,Chamber3,1302,SAA,3,12,48.967,8.16,81.61,4.71,0,1991
AGE 16 - RC,C,Chamber3,1302,SAA,4,12,51.467,8.58,85.78,3.31,0,141
AGE 16 - RC,C,Chamber3,1302,SAA,5,10,35.8,5.97,59.67,20.51,0,419
AGE 16 - RC,C,Chamber3,1302,SAA,6,11,38,6.33,63.33,20.54,0,564
AGE 16 - RC,C,Chamber3,1302,SAA,7,6,26.5,4.42,44.17,49.54,0,595
AGE 16 - RC,C,Chamber3,1302,SAA,8,7,46.7,7.78,77.83,19.13,0,867
AGE 16 - RC,C,Chamber3,1302,SAA,9,7,31.5,5.25,52.5,24.16,0,416
AGE 16 - RC,C,Chamber3,1302,SAA,10,8,38.133,6.36,63.56,20.74,0,588
AGE 16 - RC,C,Chamber4,1303,SAB,1,0,0,0,0,574.98,0,2302
AGE 16 - RC,C,Chamber4,1303,SAB,2,0,0,0,0,309.07,0,2161
AGE 16 - RC,C,Chamber4,1303,SAB,3,1,1.067,0.18,1.78,636.33,0,4804
AGE 16 - RC,C,Chamber4,1303,SAB,4,1,1.033,0.17,1.72,282.61,0,4203
AGE 16 - RC,C,Chamber4,1303,SAB,5,0,0,0,0,359.35,1,1691
AGE 16 - RC,C,Chamber4,1303,SAB,6,0,0,0,0,365.2,0,2284
AGE 16 - RC,C,Chamber4,1303,SAB,7,0,0,0,0,349.85,0,3016
AGE 16 - RC,C,Chamber4,1303,SAB,8,0,0,0,0,514.16,0,2087
AGE 16 - RC,C,Chamber4,1303,SAB,9,0,0,0,0,542.22,0,2266
AGE 16 - RC,C,Chamber4,1303,SAB,10,0,0,0,0,629.18,0,4071
